CODMES_PLANIFICACION,FECDIA_TARGET,LLAMADAS_INGRESADAS_TARGET,CODMES_DATA_VARIABLES,TRX_AGENTE,TRX_BCA_INTERNET,TRX_BCA_MOVIL,TRX_BCA_TELEFONO,TRX_CAJERO_AUTOMATICO,TRX_CAJERO_OTRAS_REDES,TRX_POS,TRX_APP_NEGOCIO,TRX_VENTANILLA,CLI_NORMAL_TOTAL_ODS,CLI_EXCL_TOTAL_ODS,CLI_SUPEREXCL_TOTAL_ODS,CLI_PEQYME_TOTAL_ODS,CLI_NO_BANCO_TOTAL_ODS,MAX_INGRESADAS_D_U1,MAX_INGRESADAS_D_U3,MAX_INGRESADAS_D_U6,MAX_INGRESADAS_U1,MAX_INGRESADAS_U3,MAX_INGRESADAS_U6,MIN_INGRESADAS_D_U1,MIN_INGRESADAS_D_U3,MIN_INGRESADAS_D_U6,MIN_INGRESADAS_U1,MIN_INGRESADAS_U3,MIN_INGRESADAS_U6,PROM_INGRESADAS_D_U1,PROM_INGRESADAS_D_U3,PROM_INGRESADAS_D_U6,PROM_INGRESADAS_U1,PROM_INGRESADAS_U3,PROM_INGRESADAS_U6,DIA_SEMANA_NUM,TIPOLOGIA,CANT_DIAS_DESP_FACT_MEX_22,CANT_DIAS_DESP_FACT_ISA_10,CANT_DIAS_DESP_FACT_ISA_25,DIA_FACT_MEX_22,DIA_FACT_ISA_10,DIA_FACT_ISA_25,lag1,lag6,lag12,lag24,lag54,lag66,lag78,lag109,lag156,lag234,lag288,rolling_mean6,rolling_mean12,rolling_mean24,rolling_mean54,rolling_mean66,rolling_mean78,rolling_mean109,rolling_mean156,rolling_mean234,rolling_mean288
201805,2018-08-15,30075,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,37631,37631,37631,37631,37631,37631,16903,15627,15497.0,160,160.0,160.0,23576.0,20792.0,20144.0,19753.0,18217.0,17590.0,3,4,25,5,22,0,0,0,22742.0,17827.0,27081.0,26421.0,16857.0,23900.0,37631.0,17661.0,18396.0,25022.0,17225.0,18042.5,19888.333333333332,20508.458333333332,21938.74074074074,21735.560606060608,21811.70512820513,21206.091743119265,20623.1858974359,20071.615384615383,20101.01388888889
201805,2018-08-16,24401,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,26973,26973,26973,37631,37631,37631,17076,13152,13152.0,160,160.0,160.0,22888.0,20269.0,19567.0,19753.0,18217.0,17590.0,4,0,26,6,23,0,0,0,30075.0,16129.0,22451.0,23818.0,18292.0,24783.0,26973.0,16996.0,21866.0,21697.0,19671.0,20083.833333333332,20137.833333333332,20660.708333333332,22183.51851851852,21829.121212121212,21714.833333333332,21319.981651376147,20698.05128205128,20093.209401709402,20145.631944444445
201805,2018-08-17,20891,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,24162,24162,31150,37631,37631,37631,17547,6973,6973.0,160,160.0,160.0,21529.0,19059.0,19327.0,19753.0,18217.0,17590.0,5,3,27,7,24,0,0,0,24401.0,15962.0,22982.0,20466.0,21015.0,24914.0,24162.0,20368.0,20562.0,23403.0,20452.0,21462.5,20300.333333333332,20685.0,22296.64814814815,21823.333333333332,21681.858974358973,21387.91743119266,20714.30128205128,20104.764957264957,20162.055555555555
201805,2018-08-18,14822,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,17877,17877,23732,37631,37631,37631,14494,14133,12594.0,160,160.0,160.0,16588.0,16022.0,16017.0,19753.0,18217.0,17590.0,6,3,28,8,25,0,0,0,20891.0,14536.0,17448.0,16719.0,25176.0,18263.0,16982.0,17410.0,15398.0,17937.0,16398.0,22284.0,20126.083333333332,20702.708333333332,22294.35185185185,21762.378787878788,21639.923076923078,21392.715596330276,20716.410256410258,20094.029914529914,20163.57986111111
201805,2018-08-20,21815,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,28953,31540,31540,37631,37631,37631,23900,18620,3561.0,160,160.0,160.0,25496.0,24130.0,21143.0,19753.0,18217.0,17590.0,1,3,30,11,27,0,0,0,14822.0,21059.0,21190.0,21209.0,27570.0,23418.0,23900.0,14693.0,17315.0,23439.0,20971.0,22331.666666666668,19907.25,20623.666666666668,22102.61111111111,21710.242424242424,21612.23076923077,21368.97247706422,20712.71794871795,20080.71794871795,20158.10763888889
201805,2018-08-21,20085,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,33945,33945,33945,37631,37631,37631,160,160,160.0,160,160.0,160.0,19796.0,20032.0,19966.0,19753.0,18217.0,17590.0,2,3,32,12,28,0,0,0,21815.0,22742.0,19253.0,20768.0,30270.0,24371.0,21742.0,26284.0,19662.0,19010.0,19578.0,22457.666666666668,19959.333333333332,20648.916666666668,21996.037037037036,21685.954545454544,21585.5,21434.311926605504,20741.5641025641,20073.777777777777,20161.038194444445
201805,2018-08-22,20899,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,37631,37631,37631,37631,37631,37631,16903,15627,15497.0,160,160.0,160.0,23576.0,20792.0,20144.0,19753.0,18217.0,17590.0,3,3,0,13,29,1,0,0,20085.0,30075.0,17827.0,19990.0,26310.0,17061.0,19494.0,20878.0,17379.0,17351.0,21838.0,22014.833333333332,20028.666666666668,20620.458333333332,21807.425925925927,21621.015151515152,21564.25641025641,21377.440366972478,20744.27564102564,20078.371794871793,20162.79861111111
201805,2018-08-23,18198,201803,24418439.0,25429127.0,51917970.0,4799418.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,26973,26973,26973,37631,37631,37631,17076,13152,13152.0,160,160.0,160.0,22888.0,20269.0,19567.0,19753.0,18217.0,17590.0,4,3,1,14,30,0,0,0,20899.0,24401.0,16129.0,21069.0,23249.0,18335.0,17076.0,18944.0,16518.0,17553.0,19871.0,20485.5,20284.666666666668,20658.333333333332,21707.222222222223,21679.166666666668,21582.26923076923,21377.633027522937,20766.839743589742,20093.534188034188,20159.538194444445
201805,2018-08-24,17945,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,24162,24162,31150,37631,37631,37631,17547,6973,6973.0,160,160.0,160.0,21529.0,19059.0,19327.0,19753.0,18217.0,17590.0,5,3,2,15,32,0,0,1,18198.0,20891.0,15962.0,20357.0,22717.0,17953.0,17547.0,18387.0,19117.0,18957.0,18582.0,19451.666666666668,20457.083333333332,20538.708333333332,21613.685185185186,21677.090909090908,21596.653846153848,21370.788990825688,20777.608974358973,20096.290598290598,20153.729166666668
201805,2018-08-25,14480,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,17877,17877,23732,37631,37631,37631,14494,14133,12594.0,160,160.0,160.0,16588.0,16022.0,16017.0,19753.0,18217.0,17590.0,6,3,3,16,0,0,0,0,17945.0,14822.0,14536.0,10100.0,17215.0,14289.0,14494.0,17661.0,15501.0,14932.0,14315.0,18960.666666666668,20622.333333333332,20438.208333333332,21525.314814814814,21676.969696969696,21601.75641025641,21366.73394495413,20770.096153846152,20091.965811965812,20151.51736111111
201805,2018-08-27,20482,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,28953,31540,31540,37631,37631,37631,23900,18620,3561.0,160,160.0,160.0,25496.0,24130.0,21143.0,19753.0,18217.0,17590.0,1,3,5,18,2,0,0,0,14480.0,21815.0,21059.0,24456.0,21734.0,22574.0,24483.0,14133.0,19192.0,21889.0,16985.0,18903.666666666668,20617.666666666668,20620.708333333332,21474.666666666668,21679.863636363636,21601.576923076922,21337.550458715596,20763.55128205128,20090.034188034188,20152.090277777777
201805,2018-08-28,21100,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,33945,33945,33945,37631,37631,37631,160,160,160.0,160,160.0,160.0,19796.0,20032.0,19966.0,19753.0,18217.0,17590.0,2,3,6,19,3,0,0,0,20482.0,20085.0,22742.0,28170.0,19500.0,19994.0,22282.0,18620.0,20246.0,21153.0,17743.0,18681.5,20569.583333333332,20455.125,21451.48148148148,21648.166666666668,21550.28205128205,21395.798165137614,20771.82051282051,20084.021367521367,20164.23263888889
201805,2018-08-29,25049,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,37631,37631,37631,37631,37631,37631,16903,15627,15497.0,160,160.0,160.0,23576.0,20792.0,20144.0,19753.0,18217.0,17590.0,3,3,7,20,4,0,0,0,21100.0,20899.0,30075.0,27081.0,19528.0,16857.0,23900.0,18081.0,25977.0,22024.0,16148.0,18850.666666666668,20432.75,20160.541666666668,21481.11111111111,21664.924242424244,21535.128205128207,21418.550458715596,20777.29487179487,20083.79487179487,20175.88888888889
201805,2018-08-30,12494,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,26973,26973,26973,37631,37631,37631,17076,13152,13152.0,160,160.0,160.0,22888.0,20269.0,19567.0,19753.0,18217.0,17590.0,4,2,8,21,5,0,0,0,25049.0,18198.0,24401.0,22451.0,26790.0,18292.0,24783.0,16975.0,23744.0,26234.0,17658.0,19542.333333333332,20013.916666666668,20075.875,21583.35185185185,21789.045454545456,21549.858974358973,21482.477064220184,20771.346153846152,20096.722222222223,20206.79513888889
201805,2018-08-31,30210,201803,24418439.0,25429127.0,51917970.0,5674372.0,26620754.0,239631.0,19173552.0,12447926.0,8862078.0,7923383.0,404699.0,39578.0,738906.0,11232374.0,24162,24162,31150,37631,37631,37631,17547,6973,6973.0,160,160.0,160.0,21529.0,19059.0,19327.0,19753.0,18217.0,17590.0,5,1,9,22,6,0,0,0,12494.0,17945.0,20891.0,22982.0,13322.0,21015.0,24914.0,17338.0,22534.0,31150.0,23669.0,18591.666666666668,19021.666666666668,19661.0,21318.61111111111,21701.196969696968,21392.30769230769,21441.366972477063,20699.23076923077,20038.004273504273,20188.864583333332
201806,2018-09-01,24086,201804,24594693.0,17339765.0,117245434.0,4799418.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,25176,25176,25176,30270,37631,37631,14289,14133,12594.0,6279,160.0,160.0,19086.0,17138.0,16083.0,19458.0,18956.0,17857.0,6,0,11,23,7,0,0,0,30210.0,14480.0,14822.0,17448.0,20486.0,25176.0,18263.0,20776.0,17308.0,23732.0,22026.0,20635.833333333332,19798.25,19962.166666666668,21631.35185185185,21840.515151515152,21460.20512820513,21559.45871559633,20748.4358974359,20033.98717948718,20211.57638888889
201806,2018-09-03,31032,201804,24594693.0,17339765.0,48714205.0,4829997.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,27570,31540,31540,30270,37631,37631,21734,18620,3826.0,6279,160.0,160.0,23824.0,24746.0,22001.0,19458.0,18956.0,17857.0,1,4,13,25,9,0,0,0,24086.0,20482.0,21815.0,21190.0,31331.0,27570.0,23418.0,17037.0,23800.0,23707.0,52376.0,22236.833333333332,20570.25,20238.75,21698.01851851852,21824.0,21534.858974358973,21589.825688073393,20791.884615384617,20035.5,20218.729166666668
201806,2018-09-04,30091,201804,24594693.0,17339765.0,48714205.0,4829997.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,30270,33945,33945,30270,37631,37631,19500,160,160.0,6279,160.0,160.0,23534.0,21248.0,20498.0,19458.0,18956.0,17857.0,2,0,14,26,11,0,0,0,31032.0,21100.0,20085.0,19253.0,33003.0,30270.0,24371.0,27608.0,20398.0,20232.0,34148.0,23995.166666666668,21338.333333333332,20648.833333333332,21692.48148148148,21876.454545454544,21632.47435897436,21718.22018348624,20838.24358974359,20066.803418803418,20144.618055555555
201806,2018-09-05,28566,201804,24594693.0,17339765.0,48714205.0,4829997.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,26310,37631,37631,30270,37631,37631,16857,16857,15497.0,6279,160.0,160.0,19939.0,21016.0,20234.0,19458.0,18956.0,17857.0,3,3,15,27,12,0,0,0,30091.0,25049.0,20899.0,17827.0,24911.0,26310.0,17061.0,160.0,15627.0,19929.0,27181.0,25493.666666666668,22172.166666666668,21100.416666666668,21638.555555555555,21873.742424242424,21705.80769230769,21741.0,20900.378205128207,20108.9358974359,20130.53125
201806,2018-09-06,20545,201804,24594693.0,17339765.0,48714205.0,4829997.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,26790,26973,26973,30270,37631,37631,18292,17076,13152.0,6279,160.0,160.0,21666.0,21418.0,19797.0,19458.0,18956.0,17857.0,4,3,16,28,13,0,0,0,28566.0,12494.0,18198.0,16129.0,23401.0,23249.0,18335.0,16903.0,15301.0,20753.0,20507.0,26079.833333333332,22811.083333333332,21547.875,21706.24074074074,21907.924242424244,21853.30769230769,22001.605504587154,20983.32051282051,20145.846153846152,20135.340277777777
201806,2018-09-07,20347,201804,24594693.0,17339765.0,48714205.0,4829997.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,24914,24914,24914,30270,37631,37631,13322,13322,6973.0,6279,160.0,160.0,19984.0,20064.0,19062.0,19458.0,18956.0,17857.0,5,3,17,29,14,0,0,0,20545.0,30210.0,17945.0,15962.0,21424.0,22717.0,17953.0,25669.0,17963.0,11963.0,23074.0,27421.666666666668,23006.666666666668,21731.875,21653.35185185185,21866.954545454544,21881.641025641027,22035.018348623853,21016.9358974359,20144.957264957266,20135.472222222223
201806,2018-09-08,14824,201804,24594693.0,17339765.0,48714205.0,4829997.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,25176,25176,25176,30270,37631,37631,14289,14133,12594.0,6279,160.0,160.0,19086.0,17138.0,16083.0,19458.0,18956.0,17857.0,6,3,18,30,15,0,0,0,20347.0,24086.0,14480.0,14536.0,15363.0,17215.0,14289.0,23644.0,15034.0,15777.0,17206.0,25777.833333333332,23206.833333333332,21914.583333333332,21633.40740740741,21831.045454545456,21912.333333333332,21986.19266055046,21032.21794871795,20180.786324786324,20126.003472222223
201806,2018-09-10,21634,201804,24594693.0,17339765.0,48714205.0,4829997.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,27570,31540,31540,30270,37631,37631,21734,18620,3826.0,6279,160.0,160.0,23824.0,24746.0,22001.0,19458.0,18956.0,17857.0,1,3,20,0,17,0,1,0,14824.0,31032.0,20482.0,21059.0,22219.0,21734.0,22574.0,17877.0,18751.0,23764.0,25459.0,24234.166666666668,23235.5,21926.583333333332,21623.425925925927,21794.81818181818,21919.19230769231,21905.275229357798,21030.871794871793,20176.713675213676,20117.73263888889
201806,2018-09-11,20640,201804,24594693.0,17339765.0,48714205.0,4829997.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,30270,33945,33945,30270,37631,37631,19500,160,160.0,6279,160.0,160.0,23534.0,21248.0,20498.0,19458.0,18956.0,17857.0,2,3,21,1,18,0,0,0,21634.0,30091.0,21100.0,22742.0,20210.0,19500.0,19994.0,24649.0,19118.0,21396.0,15467.0,22667.833333333332,23331.5,21950.541666666668,21612.59259259259,21793.303030303032,21907.141025641027,21939.743119266055,21049.352564102563,20167.61111111111,20104.45138888889
201806,2018-09-12,20433,201804,24594693.0,17339765.0,48714205.0,4829997.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,26310,37631,37631,30270,37631,37631,16857,16857,15497.0,6279,160.0,160.0,19939.0,21016.0,20234.0,19458.0,18956.0,17857.0,3,3,22,2,19,0,0,0,20640.0,28566.0,25049.0,30075.0,22625.0,19528.0,16857.0,20849.0,18786.0,20236.0,20094.0,21092.666666666668,23293.166666666668,21862.958333333332,21620.555555555555,21810.575757575756,21915.423076923078,21902.963302752294,21059.108974358973,20164.380341880344,20122.413194444445
201806,2018-09-13,18039,201804,24594693.0,17339765.0,48714205.0,4829997.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,26790,26973,26973,30270,37631,37631,18292,17076,13152.0,6279,160.0,160.0,21666.0,21418.0,19797.0,19458.0,18956.0,17857.0,4,3,23,3,20,0,0,0,20433.0,20545.0,12494.0,24401.0,21590.0,26790.0,18292.0,19951.0,21747.0,23018.0,23984.0,19737.166666666668,22908.5,21461.208333333332,21579.962962962964,21824.28787878788,21961.26923076923,21899.146788990827,21069.666666666668,20165.222222222223,20123.590277777777
201806,2018-09-14,22188,201804,24594693.0,17339765.0,48714205.0,4829997.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,24914,24914,24914,30270,37631,37631,13322,13322,6973.0,6279,160.0,160.0,19984.0,20064.0,19062.0,19458.0,18956.0,17857.0,5,4,24,4,21,0,0,0,18039.0,20347.0,30210.0,20891.0,21618.0,13322.0,21015.0,19940.0,20706.0,22196.0,25913.0,19319.5,23370.583333333332,21196.125,21514.203703703704,21691.696969696968,21958.02564102564,21881.605504587154,21045.897435897437,20143.944444444445,20102.947916666668
201806,2018-09-15,19172,201804,24594693.0,17339765.0,48714205.0,4829997.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,25176,25176,25176,30270,37631,37631,14289,14133,12594.0,6279,160.0,160.0,19086.0,17138.0,16083.0,19458.0,18956.0,17857.0,6,0,25,5,22,0,0,0,22188.0,14824.0,24086.0,14822.0,20794.0,20486.0,25176.0,20764.0,15393.0,18110.0,18489.0,19626.333333333332,22702.083333333332,21250.166666666668,21524.75925925926,21826.030303030304,21973.0641025641,21902.229357798165,21055.397435897437,20143.910256410258,20090.01388888889
201806,2018-09-17,27767,201804,24594693.0,17339765.0,48714205.0,4829997.0,22771520.0,223288.0,18390153.0,11958279.0,8486633.0,8021856.0,404929.0,39734.0,743574.0,11212992.0,27570,31540,31540,30270,37631,37631,21734,18620,3826.0,6279,160.0,160.0,23824.0,24746.0,22001.0,19458.0,18956.0,17857.0,1,3,27,7,24,0,0,0,19172.0,21634.0,31032.0,21815.0,33618.0,31331.0,27570.0,16997.0,23274.0,21957.0,25290.0,20351.0,22292.583333333332,21431.416666666668,21494.722222222223,21806.121212121212,21896.089743589742,21887.623853211007,21079.621794871793,20148.44871794872,20092.385416666668
